22500
806,0,1238.59375,135.9326171875,41.40625,310.846313476562,1,Fish,1
807,0,1208.5,135.9326171875,71.5,310.846313476562,1,Fish,1
808,0,1157.9,135.9326171875,122.099999999999,310.846313476562,1,Fish,1
809,0,1127.8,135.9326171875,152.199999999999,310.846313476562,1,Fish,1
810,0,1127.7998046875,113,152.199999999999,333.778930664062,1,Fish,1
811,0,1127.7998046875,105.16845703125,152.199999999999,333.778930664062,1,Fish,1
812,0,1127.7998046875,97.3369140625,152.199999999999,333.778930664062,1,Fish,1
813,0,1127.7998046875,70.2184570312502,152.199999999999,360.897387695312,1,Fish,1
814,0,1127.7998046875,43.1000000000004,152.199999999999,388.015844726562,1,Fish,1
815,0,1161.5341796875,12.9794921875,118.4658203125,388.015844726562,1,Fish,1
816,0,1144.66708984375,12.9794921875,135.332910156249,388.015844726562,1,Fish,1
817,0,1127.8,12.9794921875,152.199999999999,388.015844726562,1,Fish,1
818,0,1114.55,12.9794921875,165.44990081787,388.015844726562,1,Fish,1
819,0,1101.3,12.9794921875,178.699801635741,388.015844726562,1,Fish,1
820,0,1116.9625,18.3897460937505,163.037400817871,350.657925415038,1,Fish,1
821,0,1132.625,23.8000000000011,147.375,313.300006103515,1,Fish,1
822,0,1149.4931640625,20.185546875,130.5068359375,313.300006103515,1,Fish,1
823,0,1165.15625,0.908203125,114.84375,313.300006103515,1,Fish,1
824,0,1186.228125,0.4541015625,93.7718749999995,273.400003051757,1,Fish,1
825,0,1207.3,0,72.6999999999989,233.5,1,Fish,1
826,0,1231.3955078125,102.4150390625,48.6044921875,116.599993896483,1,Fish,1
827,0,1231.3955078125,102.4150390625,48.6044921875,116.599993896483,1,Fish,1
828,0,1231.3955078125,102.4150390625,48.6044921875,116.599993896483,1,Fish,1
5409,1,1205.78125,500.763671875,74.21875,202.529922485352,1,Fish,1
5410,1,1180.2,473,99.7999999999993,230.293594360352,1,Fish,1
5411,1,1075.7,473,204.299999999999,230.293594360352,1,Fish,1
5412,1,1075.7,496.4501953125,204.299801635741,211.020191955566,1,Fish,1
5413,1,1075.7,519.900390625,204.299603271484,191.74678955078,1,Fish,1
5414,1,1116.2064453125,571.06640625,163.793356323242,144.75718383789,1,Fish,1
5415,1,1156.712890625,622.232421875,123.287109375,97.767578125,1,Fish,1
5416,1,1182.294921875,675.529296875,97.705078125,44.470703125,1,Fish,1
5417,1,1182.294921875,675.529296875,97.705078125,44.470703125,1,Fish,1
5418,1,1182.294921875,675.529296875,97.705078125,44.470703125,1,Fish,1
